idioma,traduccion
I may be too old.,Puede que sea demasiado viejo.
I might be wrong.,Yo puedo estar equivocado.
I miss you badly.,Te echo mucho de menos.
I missed the bus.,Perdí el bus.
I missed the bus.,Perdí el colectivo.
I must apologize.,Tengo que pedir disculpas.
I must do it now.,Tengo que hacerlo ahora.
I must leave now.,Me tengo que ir ahora.
I must leave now.,Ahora tengo que irme.
I must leave now.,Tengo que irme ahora.
I must thank him.,Tengo que agradecérselo.
I must wait here.,Debo esperar aquí.
I need a massage.,Necesito un masaje.
I need a miracle.,Necesito un milagro.
I need a new car.,Necesito un auto nuevo.
I need a new car.,Necesito un coche nuevo.
I need a new one.,Necesito uno nuevo.
I need a new one.,Necesito una nueva.
I need an answer.,Necesito una respuesta.
I need first aid.,Yo necesito primeros auxilios.
I need help here.,Aquí necesito ayuda.
I need more help.,Necesito más ayuda.
I need more room.,Necesito más espacio.
I need some milk.,Necesito leche.
I need some soap.,Necesito un poco de jabón.
I need to see it.,Necesito verlo.
I need your help.,Necesito tu ayuda.
I need your help.,Necesito que me ayudes.
I never knew Tom.,Nunca conocí a Tom.
I often eat here.,Como aquí con frecuencia.
I only need half.,Necesito sólo la mitad.
I outsmarted you.,Fui más listo que tú.
I outsmarted you.,Era más listo que tú.
I owe him a debt.,Tengo una deuda con él.
I own a computer.,Tengo una computadora.
I play in a band.,Yo toco en una banda.
I play the cello.,Toco el violoncelo.
I play the flute.,Toco la flauta.
I pointed at him.,Yo le apunté.
I prefer reading.,Prefiero leer.
I prefer to read.,Prefiero leer.
I prefer to walk.,Prefiero caminar.
I ran for a mile.,Yo corrí una milla.
I read the label.,Leí la etiqueta.
I read the label.,Leo la etiqueta.
I really mean it.,En verdad hablo en serio.
I recommend Maui.,Recomiendo la isla Maui.
I refused to pay.,Yo rehusé pagar.
I regret nothing.,No me arrepiento de nada.
I require advice.,Necesito que me aconsejen.
I run this place.,Yo dirijo este lugar.
I sat beside her.,Yo me senté al lado de ella.
I saw everything.,Lo vi todo.
I saw him go out.,Le vi salir.
I saw you crying.,Te vi llorar.
I see your house.,Yo veo tu casa.
I see your point.,Comprendo tu punto.
I sell umbrellas.,Vendo paraguas.
I should go home.,Debería irme a casa.
I should sue Tom.,Debería demandar a Tom.
I stifled a grin.,Contuve una sonrisa burlona.
I still hate you.,Aún te odio.
I still hate you.,Aún te detesto.
I still hate you.,Todavía te odio.
I still love Tom.,Todavía amo a Tom.
I still love you.,Aún te amo.
I still love you.,Todavía te quiero.
I swim every day.,Nado todos los días.
I talk to myself.,Yo hablo conmigo mismo.
I think it works.,Creo que funciona.
I think it's Tom.,Creo que es Tom.
I told Tom to go.,Le dije a Tom que se fuera.
I told Tom to go.,Le dije a Tom que se vaya.
I told the truth.,Dije la verdad.
I totally forgot.,Me olvidé totalmente.
I truly doubt it.,De verdad lo dudo.
I understand Tom.,Entiendo a Tom.
I understand now.,Ahora lo entiendo.
I understand why.,Entiendo por qué.
I understand why.,Comprendo por qué.
I understand why.,Entiendo el porqué.
I understand why.,Comprendo el porqué.
I understand you.,Te entiendo.
I used to be fat.,Solía ser gordo.
I visited Boston.,Visité Boston.
I waited for you.,Te estuve esperando.
I waited for you.,Te esperé.
I walk every day.,Yo camino todos los días.
I want Tom fired.,Quiero que despidan a Tom.
I want a divorce.,Quiero divorciarme.
I want a divorce.,Quiero el divorcio.
I want a hot dog.,Quiero un pancho.
I want a martini.,Quiero un martini.
I want my lawyer.,Quiero a mi abogado.
I want some food.,Quiero un poco de comida.
I want some milk.,Quiero un poco de leche.
I want some more.,Quiero un poco más.
I want that book.,Quiero ese libro.
I want to eat it.,Me lo quiero comer.
I want to eat it.,Quiero comérmelo.
I want to see it.,Quiero verlo.
I want to try it.,Quiero probarlo.
I want you to go.,Quiero que tú vayas.
I want your love.,Quiero tu amor.
I was 13 in 2003.,Yo tenía 13 años en 2003.
I was a rich man.,Yo era un hombre rico.
I was astonished.,Me quedé asombrado.
I was born there.,Yo nací allí.
I was dumbstruck.,Me quedé pasmado.
I was dumbstruck.,Me quedé de piedra.
I was happy then.,Yo era feliz entonces.
I was here first.,Yo estaba aquí primero.
I was here first.,Yo estaba aquí antes.
I was speechless.,Me quedé sin palabras.
I was there once.,Estuve allá una vez.
I was very drunk.,Estaba muy borracho.
I was very happy.,Estaba muy feliz.
I wasn't careful.,No fui preocupado.
I wasn't trapped.,No estaba atrapado.
I wasn't unhappy.,Yo no era infeliz.
I wasn't unlucky.,Yo no era desafortunado.
I went to Boston.,Fui a Boston.
I went to school.,Fui al colegio.
I went to school.,Fui a la escuela.
I will shoot him.,Le voy a disparar.
I will try again.,Lo intentaré de nuevo.
I wish them luck.,Les deseo suerte.
I won't be quiet.,No estaré callado.
I won't be quiet.,No voy a estar tranquilo.
I won't stop you.,No te detendré.
I won't stop you.,No te voy a detener.
I won't tell you.,No te lo diré.
I won't tell you.,No os lo diré.
I work in Boston.,Trabajo en Boston.
I work in a bank.,Yo trabajo en un banco.
I would complain.,Yo me quejaría.
I would complain.,Yo pondría una queja.
I'd like to help.,Me gustaría ayudar.
I'll back you up.,Yo te apoyaré.
I'll be discreet.,Seré discreto.
I'll be discreet.,Voy a ser discreto.
I'll be punished.,Me castigarán.
I'll be with Tom.,Estaré con Tom.
I'll beat you up!,¡Voy a batirte!
I'll beat you up!,¡Te voy a agarrar a madrazos!
I'll beat you up!,Te daré una paliza.
I'll bring lunch.,Yo voy a traer almuerzo.
I'll bring lunch.,Yo traeré el almuerzo.
I'll check again.,Comprobaré de nuevo.
I'll do it later.,Luego lo haré.
I'll get my keys.,Cogeré mis llaves.
I'll have dinner.,Voy a cenar.
I'll keep trying.,Voy a seguir intentando.
I'll pay for you.,Pagaré por tí.
I'll pick Tom up.,Recogeré a Tom.
I'll protect Tom.,Protegeré a Tom.
I'll say no more.,No diré nada más.
I'll sleep on it.,Lo consultaré con la almohada.
I'll study a lot.,Voy a estudiar mucho.
I'll support him.,Yo le apoyaré.
I'll try my best.,Lo haré lo mejor que pueda.
I'll try my best.,Haré mi mejor intento.
I'll try my luck.,Probaré mi suerte.
I'll wash dishes.,Voy a lavar los platos.
I'm 18 years old.,Tengo dieciocho años.
I'm Tom's cousin.,Soy la prima de Tom.
I'm Tom's cousin.,Soy el primo de Tom.
I'm Tom's doctor.,Soy el médico de Tom.
I'm Tom's father.,Soy el padre de Tom.
I'm Tom's friend.,Soy la amiga de Tom.
I'm Tom's mother.,Soy la madre de Tom.
I'm Tom's sister.,Soy la hermana de Tom.
I'm a US citizen.,Soy un ciudadano de los Estados Unidos.
I'm a US citizen.,Soy una ciudadana de los Estados Unidos.
I'm a bit hungry.,Tengo un poco de hambre.
I'm a little shy.,Soy un poco tímido.
I'm a lonely man.,Soy un hombre solitario.
I'm a normal guy.,Soy un tipo normal.
I'm a translator.,Soy traductor.
I'm able to swim.,Sé nadar.
I'm all worn out.,Estoy extenuado.
I'm almost broke.,Estoy casi quebrado.
I'm almost broke.,Ando casi en la chilla.
I'm almost broke.,Ando casi hule.
I'm almost ready.,Estoy casi lista.
I'm already busy.,Ya estoy hasta las manos.
I'm already busy.,Ya estoy ocupado.
I'm already done.,Ya estoy listo.
I'm already done.,Ya he terminado.
I'm already late.,Ya voy tarde.
I'm already late.,Ya estoy atrasado.
I'm already rich.,Yo ya soy rico.
I'm already sick.,Ya estoy enfermo.
I'm already sick.,Ya estoy enferma.
I'm always happy.,Siempre estoy feliz.
I'm always moody.,Estoy siempre de mal humor.
I'm always tired.,Siempre estoy cansada.
I'm always tired.,Siempre estoy cansado.
I'm an adult now.,Ahora soy adulto.
I'm an old woman.,Soy una anciana.
I'm angry at you.,Estoy enojado contigo.
I'm angry at you.,Estoy enojada contigo.
I'm at the beach.,Estoy en la playa.
I'm at the hotel.,Estoy en el hotel.
I'm busy tonight.,Esta noche estoy ocupado.
I'm by your side.,Estoy de tu lado.
I'm checking out.,Estoy registrando mi salida.
I'm cold and wet.,Estoy frío y mojado.
I'm confused now.,Ahora estoy confundido.
I'm disappointed.,Estoy decepcionado.
I'm eating lunch.,Estoy almorzando.
I'm feeling sick.,Me siento enfermo.
I'm feeling sick.,Me siento enferma.
I'm freaking out.,Estoy enloqueciendo.
I'm free tonight.,Estoy disponible esta noche.
I'm from America.,Soy de los Estados Unidos.
I'm from Romania.,Soy de Rumania.
I'm going to bed.,¡Me voy a la cama!
I'm going to bed.,¡Me voy a dormir!
I'm going to cry.,Voy a llorar.
I'm going to pay.,Voy a pagar.
I'm good at math.,Se me dan bien las matemáticas.
I'm here to help.,Estoy dispuesto para ayudar.
I'm here to help.,Estoy aquí para colaborar.
I'm homeschooled.,Estudio en casa.
I'm homeschooled.,Me educan en casa.
I'm homeschooled.,Me enseñan en casa.
I'm housesitting.,Estoy de guardés.
I'm housesitting.,Soy guardés.
I'm housesitting.,Cuido la casa.
I'm in the house.,Estoy en la casa.
I'm in your debt.,Estoy en deuda contigo.
I'm inviting you.,Te estoy invitando.
I'm just curious.,Tan solo soy curioso.
I'm just curious.,Solo tengo curiosidad.
I'm just kidding.,Es sólo una broma.
I'm kind of busy.,Estoy un poco ocupado.
I'm middle class.,Soy de clase media.
"I'm nervous, too.",Yo también estoy nervioso.
I'm not Canadian.,No soy canadiense.
I'm not Catholic.,No soy católica.
I'm not a beggar.,No soy un mendigo.
I'm not a doctor.,No soy médico.
I'm not a doctor.,No soy doctor.
I'm not a lawyer.,No soy abogado.
I'm not a snitch.,No soy un delator.
I'm not bluffing.,No estoy embaucando.
I'm not busy now.,Ahora no estoy ocupado.
I'm not busy now.,No estoy ocupada ahora.
I'm not done yet.,Todavía no terminé.
I'm not her type.,No soy su tipo.
I'm not laughing.,No me estoy riendo.
I'm not like you.,Yo no soy como vos.
I'm not on drugs.,No tomo drogas.
I'm not on drugs.,No me drogo.
I'm not sleeping.,No estoy durmiendo.
I'm not suicidal.,Yo no soy un suicida.
I'm not suicidal.,No soy un suicida.
I'm not sure why.,No estoy seguro de por qué.
I'm not your son.,No soy tu hijo.
I'm on your side.,Estoy de su lado.
I'm on your side.,Estoy de tu lado.
I'm on your side.,Soy tu aliado.
I'm pretty tired.,Estoy bastante cansado.
I'm proud of you.,Estoy orgulloso de ti.
I'm proud of you.,Estoy orgullosa de ti.
I'm proud of you.,Estoy orgulloso de vosotros.
I'm proud of you.,Estoy orgulloso de vosotras.
I'm proud of you.,Estoy orgulloso de usted.
I'm proud of you.,Estoy orgulloso de ustedes.
I'm really angry.,Estoy realmente enojado.
I'm really sorry.,Realmente lo siento.
I'm running late.,Se me hizo tarde.
I'm running late.,Voy tarde.
I'm running late.,Voy con retraso.
I'm sick of fish.,Estoy hastiada de pescado.
I'm single again.,Estoy solo otra vez.
I'm staying here.,Me quedo aquí.
I'm still hungry.,Todavía tengo hambre.
I'm still single.,Todavía soy soltero.
I'm still single.,Todavía estoy soltero.
I'm still single.,Todavía estoy soltera.
I'm still single.,Sigo soltero.
I'm sure of this.,Estoy bastante seguro.
I'm the gardener.,Soy el jardinero.
I'm totally lost.,Estoy totalmente perdida.
I'm very excited.,Estoy muy emocionada.
I'm very nervous.,Estoy muy nerviosa.
I'm very relaxed.,Estoy muy relajada.
I'm very thirsty.,Tengo mucha sed.
I'm wasting time.,Estoy perdiendo tiempo.
I'm watching you.,Te estoy viendo.
I'm your brother.,Soy tu hermano.
I've been robbed.,He sido robado.
I've been saving.,He estado ahorrando.
I've drawn a map.,He dibujado un mapa.
I've felt better.,Me he sentido mejor.
I've found a job.,Encontré trabajo.
I've got cookies.,Tengo galletas.
I've hurt myself.,Me lastimé.
I've said enough.,He dicho suficiente.
"If not now, when?","Si no es ahora, ¿cuándo?"
"Ironic, isn't it?","Irónico, ¿verdad?"
Is 2:30 too late?,¿Es demasiado tarde a las dos y media?
Is Tom a suspect?,¿Tom es un sospechoso?
Is Tom all right?,¿Tom está bien?
Is Tom awake yet?,¿Está Tom despierto todavía?
Is Tom conscious?,¿Está Tom consciente?
Is Tom dangerous?,¿Tom es peligroso?
Is Tom in a coma?,¿Está Tom en coma?
Is Tom mad at us?,¿Está Tom enojado con nosotros?
Is Tom reachable?,¿Puedes contactar con Tom?
Is Tom reachable?,¿Tom está disponible?
Is Tom with Mary?,¿Está Tom con Mary?
Is everything OK?,¿Todo está bien?
Is everything OK?,¿Está todo bien?
Is it contagious?,¿Es contagioso?
Is it really bad?,¿Es muy grave?
Is it really you?,¿De verdad eres tú?
Is it really you?,¿Eres tú de verdad?
Is she satisfied?,¿Está satisfecha?
Is she satisfied?,¿Ella está satisfecha?
Is that for sale?,¿Está eso a la venta?
Is that possible?,¿Es posible?
Is that suitable?,¿Eso es adecuado?
Is the apple red?,¿La manzana es roja?
Is the bank open?,¿Está abierto el banco?
Is the lake deep?,¿El lago es profundo?
Is the milk good?,¿Está buena la leche?
Is the work hard?,¿El trabajo es duro?
Is this a flower?,¿Esto es una flor?
Is this a letter?,¿Es esta una carta?
Is this a puzzle?,¿Es esto un puzzle?
Is this suitable?,¿Esto es adecuado?
Is this your DVD?,¿Éste es tu DVD?
Is this your car?,¿Este es tu automóvil?
Is this your car?,¿Este es tu coche?
Is this your dog?,¿Es este tu perro?
Is this your dog?,¿Es este su perro?
Is your car fast?,¿Tu coche es rápido?
Is your dog mean?,¿Es tu perro cruel?
Is your name Tom?,¿Te llamas Tom?
Isn't that right?,¿A que sí?
Isn't that weird?,¿No es eso raro?
It began to rain.,Empezó a llover.
It began to rain.,Comenzó a llover.
It began to snow.,Empezó a nevar.
It can't be true.,No puede ser cierto.
It can't be true.,No puede ser verdad.
It can't be true.,Eso no puede ser verdad.
It costs 2 euros.,Cuesta 2 euros.
It creeps me out.,Me da una enchinada.
It doesn't exist.,No existe.
It freaks me out.,Me asusta.
It hurts so much.,Duele tanto...
It is cold today.,Hace frío hoy.
It is very short.,Es muy corto.
It is what it is.,Es lo que es.
It isn't a dream.,Esto no es un sueño.
It just came out.,Acaba de salir.
It looks painful.,Parece doloroso.
It looks strange.,Se ve extraño.
It made me smile.,Me hizo sonreír.
It may be a trap.,Podría ser una trampa.
It may rain soon.,Puede que llueva pronto.
It seemed likely.,Parecía probable.
It seems strange.,Parece extraño.
It should be fun.,Debería ser divertido.
It was a hot day.,Fue un día caluroso.
It was a tragedy.,Fue una tragedia.
It was all wrong.,Todo estaba mal.
It was an ambush.,Era una emboscada.
It was at school.,Fue en la escuela.
It was dark blue.,Era azul oscuro.
It was delicious.,Estaba delicioso.
It was drizzling.,Lloviznaba.
It was excessive.,Fue excesivo.
It was fantastic.,Fue fantástico.
It was fantastic.,Estaba fantástico.
It was half full.,Estaba medio lleno.
It was his fault.,Fue culpa suya.
It was last year.,Fue el año pasado.
It was like that.,Era así.
It was like that.,Era tal cual.
It was so simple.,Era tan simple.
It was solid red.,Era de un rojo sólido.
It was too small.,Era demasiado pequeño.
It was very cold.,Hacía mucho frío.
It was very dark.,Estaba muy oscuro.
It was wonderful.,Fue maravilloso.
It was wonderful.,Era maravilloso.
It was yesterday.,Fue ayer.
It was your idea.,Fue tu idea.
It will be scary.,Será aterrador.
It won't be easy.,No será fácil.
It'll snow today.,Va a nevar hoy.
It'll take hours.,Llevará horas.
It's Greek to me.,Me suena a chino.
It's Tom's fault.,Eso es culpa de Tom.
It's Tom's group.,Es el grupo de Tom.
It's Tom's house.,Esta es la casa de Tom.
It's a good deal.,Es un buen trato.
It's a good idea.,Es una buena idea.
It's a great gag.,Es un gran chiste.
It's a rainy day.,Es un día lluvioso.
It's a sunny day.,Es un día soleado.
It's almost 2:30.,Van a ser las dos y media.
It's almost noon.,Es casi mediodía.
It's almost over.,Está casi acabado.
It's almost time.,Ya casi es hora.
It's complicated.,Es complicado.
It's deer season.,Es temporada de venados.
It's easily done.,Es fácil de hacer.
It's gotten dark.,Ha oscurecido.
It's hot in here.,Hace calor aquí.
It's interesting.,Es interesante.
It's like a drug.,Es como una droga.
It's monkey meat.,Es carne de mono.
